Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
1331,Path with Maximum Gold,path-with-maximum-gold,"Array,Backtracking,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDUz"
1332,Count Vowels Permutation,count-vowels-permutation,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
1341,Split a String in Balanced Strings,split-a-string-in-balanced-strings,"String,Greedy,Counting","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDYy"
1342,Queens That Can Attack the King,queens-that-can-attack-the-king,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
1343,Dice Roll Simulation,dice-roll-simulation,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1344,Maximum Equal Frequency,maximum-equal-frequency,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
1357,Report Contiguous Dates,report-contiguous-dates,Database,VG9waWNUYWdOb2RlOjYxMDQz
1340,The Dining Philosophers,the-dining-philosophers,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1362,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,"Math,Dynamic Programming,Brainteaser,Probability and Statistics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMy,VG9waWNUYWdOb2RlOjYxMDc5"
1164,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1165,Meeting Scheduler,meeting-scheduler,"Array,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5"
1166,Toss Strange Coins,toss-strange-coins,"Math,Dynamic Programming,Probability and Statistics","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDc5"
1192,Divide Chocolate,divide-chocolate,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
1349,Check If It Is a Straight Line,check-if-it-is-a-straight-line,"Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
1350,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,"Array,String,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3"
1351,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,"String,Sliding Window","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
1352,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,"Array,Binary Search,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5"
1271,Web Crawler,web-crawler,"String,Depth-First Search,Breadth-First Search,Interactive","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU5"
1358,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,"Math,Two Pointers,Binary Search,Interactive","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5"
1359,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,"Math,Backtracking,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5"
1360,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,"Array,String,Backtracking,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5"
1361,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,"Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0"
1377,Number of Comments per Post,number-of-comments-per-post,Database,VG9waWNUYWdOb2RlOjYxMDQz
1368,Web Crawler Multithreaded,web-crawler-multithreaded,"Depth-First Search,Breadth-First Search,Concurrency","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDQ1"
1175,Array Transformation,array-transformation,"Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1"
1176,Design A Leaderboard,design-a-leaderboard,"Hash Table,Design,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDQ5"
1177,Tree Diameter,tree-diameter,"Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
1202,Palindrome Removal,palindrome-removal,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1369,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,"Math,String,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
1370,Count Number of Nice Subarrays,count-number-of-nice-subarrays,"Array,Hash Table,Math,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjU1ODIx"
1371,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,"String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1"
1372,Check If It Is a Good Array,check-if-it-is-a-good-array,"Array,Math,Number Theory","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY3"
1390,Average Selling Price,average-selling-price,Database,VG9waWNUYWdOb2RlOjYxMDQz
1378,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,"Array,Math,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDU1"
1379,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,"Array,Greedy,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUz"
1380,Number of Closed Islands,number-of-closed-islands,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz"
1381,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,"Array,String,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
1189,Encode Number,encode-number,"Math,String,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5"
1190,Smallest Common Region,smallest-common-region,"Array,Hash Table,String,Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
1191,Synonymous Sentences,synonymous-sentences,"Array,Hash Table,String,Backtracking,Union Find","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjIz"
1213,Handshakes That Don't Cross,handshakes-that-dont-cross,"Math,Dynamic Programming","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz"
1386,Shift 2D Grid,shift-2d-grid,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
1387,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,"Hash Table,Tree,Depth-First Search,Breadth-First Search,Design,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDU3"
1388,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,"Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3"
1389,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,"Array,Breadth-First Search,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz"
1399,Page Recommendations,page-recommendations,Database,VG9waWNUYWdOb2RlOjYxMDQz
1404,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,"Linked List,Two Pointers,Stack,Recursion","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx"
1395,Minimum Time Visiting All Points,minimum-time-visiting-all-points,"Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
1396,Count Servers that Communicate,count-servers-that-communicate,"Array,Depth-First Search,Breadth-First Search,Union Find,Matrix,Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDYy"
1397,Search Suggestions System,search-suggestions-system,"Array,String,Trie","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3"
1398,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
1405,All People Report to the Given Manager,all-people-report-to-the-given-manager,Database,VG9waWNUYWdOb2RlOjYxMDQz
1199,Hexspeak,hexspeak,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
1200,Remove Interval,remove-interval,Array,VG9waWNUYWdOb2RlOjU=
1201,Delete Tree Nodes,delete-tree-nodes,"Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
1233,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,"Array,Divide and Conquer,Interactive","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjYxMDU5"
1400,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,"Array,Hash Table,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
1401,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,Math,VG9waWNUYWdOb2RlOjg=
1402,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
1403,Palindrome Partitioning III,palindrome-partitioning-iii,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
1410,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,Concurrency,VG9waWNUYWdOb2RlOjYxMDQ1
1415,Students and Examinations,students-and-examinations,Database,VG9waWNUYWdOb2RlOjYxMDQz
1406,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,Math,VG9waWNUYWdOb2RlOjg=
1407,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
1408,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
1409,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,"Array,Bit Manipulation,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
1420,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,Database,VG9waWNUYWdOb2RlOjYxMDQz
1211,Iterator for Combination,iterator-for-combination,"String,Backtracking,Design,Iterator","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY0"
1221,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,Array,VG9waWNUYWdOb2RlOjU=
1222,Remove Covered Intervals,remove-covered-intervals,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
1224,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
1411,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,"Linked List,Math","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjg="
1212,Sequential Digits,sequential-digits,Enumeration,VG9waWNUYWdOb2RlOjYxMDY2
1413,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,"Array,Binary Search,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
1414,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,"Array,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
1425,Weather Type in Each Country,weather-type-in-each-country,Database,VG9waWNUYWdOb2RlOjYxMDQz
1421,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,Array,VG9waWNUYWdOb2RlOjU=
1422,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,"Array,Hash Table,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
1423,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,"Hash Table,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
1424,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,"Array,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIy"
1231,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,Array,VG9waWNUYWdOb2RlOjU=
1232,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,"Array,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
1234,Number of Paths with Max Score,number-of-paths-with-max-score,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
1254,Deepest Leaves Sum,deepest-leaves-sum,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
1438,Find the Team Size,find-the-team-size,Database,VG9waWNUYWdOb2RlOjYxMDQz
1426,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
1427,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,"Tree,Depth-First Search,Binary Search Tree,Sorting,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU3"
1428,Jump Game III,jump-game-iii,"Array,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
1429,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,"Array,Math,String,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE0"
1439,Running Total for Different Genders,running-total-for-different-genders,Database,VG9waWNUYWdOb2RlOjYxMDQz
1434,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,String,VG9waWNUYWdOb2RlOjEw
1435,XOR Queries of a Subarray,xor-queries-of-a-subarray,"Array,Bit Manipulation,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDY4"
1436,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,"Array,Hash Table,Breadth-First Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDQ5"
1437,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
1241,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,Array,VG9waWNUYWdOb2RlOjU=
1242,Matrix Block Sum,matrix-block-sum,"Array,Matrix,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDY4"
1243,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
1244,Distinct Echo Substrings,distinct-echo-substrings,"String,Dynamic Programming,Trie,Sliding Window,Rolling Hash,Hash Function","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjU2NTk4,VG9waWNUYWdOb2RlOjYxMDY1"
1440,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,Math,VG9waWNUYWdOb2RlOjg=
1441,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,Bit Manipulation,VG9waWNUYWdOb2RlOjE5
1442,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,"Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
1443,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
1452,Restaurant Growth,restaurant-growth,Database,VG9waWNUYWdOb2RlOjYxMDQz
1453,Ads Performance,ads-performance,Database,VG9waWNUYWdOb2RlOjYxMDQz
1448,Maximum 69 Number,maximum-69-number,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
1449,Print Words Vertically,print-words-vertically,"Array,String,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
1450,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1451,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,"Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3"
1462,List the Products Ordered in a Period,list-the-products-ordered-in-a-period,Database,VG9waWNUYWdOb2RlOjYxMDQz
1252,Break a Palindrome,break-a-palindrome,"String,Greedy","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
1253,Sort the Matrix Diagonally,sort-the-matrix-diagonally,"Array,Sorting,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUz"
1255,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,"Array,Math,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
1256,Rank Transform of an Array,rank-transform-of-an-array,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5"
1454,Remove Palindromic Subsequences,remove-palindromic-subsequences,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
1455,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,"Array,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5"
1456,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,"Dynamic Programming,Graph,Shortest Path","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc2"
1457,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
1467,Number of Transactions per Visit,number-of-transactions-per-visit,Database,VG9waWNUYWdOb2RlOjYxMDQz
1463,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,"Array,Binary Search,Sorting,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz"
1464,Reduce Array Size to The Half,reduce-array-size-to-the-half,"Array,Hash Table,Greedy,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
1465,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1466,Jump Game V,jump-game-v,"Array,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5"
1480,Movie Rating,movie-rating,Database,VG9waWNUYWdOb2RlOjYxMDQz
1444,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,"Math,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5"
1445,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,"Array,Sliding Window","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU1ODIx"
1446,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,Math,VG9waWNUYWdOb2RlOjg=
1447,Jump Game IV,jump-game-iv,"Array,Hash Table,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIy"
1468,Check If N and Its Double Exist,check-if-n-and-its-double-exist,"Array,Hash Table,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
1469,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,"Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy"
1470,Tweet Counts Per Frequency,tweet-counts-per-frequency,"Hash Table,Binary Search,Design,Sorting,Ordered Set","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcw"
1471,Maximum Students Taking Exam,maximum-students-taking-exam,"Array,Dynamic Programming,Bit Manipulation,Matrix,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDc4"
1481,Students With Invalid Departments,students-with-invalid-departments,Database,VG9waWNUYWdOb2RlOjYxMDQz
1476,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,"Array,Binary Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDUz"
